Age Range,Industry,Job Title,Annual Salary,Additional Monetary Compensation,Currency,Country,State,City,Years of Professional Experience Overall,Years of Professional Experience in Field,Highest Level of Education Completed,Gender
35-44,"Marketing, Advertising & PR",Senior manager events and marketing,197000,50000,USD,United states,Washington,Seattle,8 - 10 years,8 - 10 years,Master's degree,Woman
35-44,Agriculture or Forestry,Sales manager ,165000,35000,USD,United States ,North Carolina,Wilmington ,21 - 30 years,21 - 30 years,College degree,Woman
35-44,Engineering or Manufacturing,Sr. Program Mgr. Ethics and Compliance,149000,15000,USD,United States ,Wisconsin,Milwaukee ,11 - 20 years,11 - 20 years,College degree,Woman
25-34,Health care,LPN Clinic Navigator,52000,0,USD,United States,Minnesota,Maple Grove,11 - 20 years,8 - 10 years,College degree,Woman
25-34,Engineering or Manufacturing,Maintenance Manager,118000,0,USD,United States,Kentucky,Louisville,5-7 years,5-7 years,Master's degree,Woman
25-34,"Marketing, Advertising & PR",Media Supervisor,87000,0,USD,United States,Minnesota,Minneapolis,5-7 years,5-7 years,College degree,Woman
35-44,Insurance,Proposal manager,76000,5600,USD,United States,Pennsylvania,Philadelphia ,11 - 20 years,8 - 10 years,Master's degree,Woman
35-44,Retail,Talent Development Specialist,78000,5000,USD,United States,Washington,Seattle,21 - 30 years,2 - 4 years,College degree,Woman
65 or over,Transport or Logistics,Accounting Manager,70000,500,USD,United States,Kentucky,LOUISVILLE,21 - 30 years,8 - 10 years,College degree,Woman
45-54,Education (Higher Education),Instructor,89000,0,USD,United States,Oregon,Portland ,31 - 40 years,21 - 30 years,PhD,Woman
35-44,Education (Higher Education),"Associate Director, Procure-to-Pay Technology ",105000,2000,USD,United States ,California,San Diego ,11 - 20 years,11 - 20 years,Master's degree,Woman
35-44,Social science ,Senior study director ,129000,6000,USD,United States,Maryland,Rockville ,11 - 20 years,11 - 20 years,PhD,Woman
18-24,"Accounting, Banking & Finance",Loan Processor,34000,10000,USD,United States,California,San Diego,5-7 years,1 year or less,College degree,Woman
35-44,Insurance,Account executive ,108000,35000,CAD,Canada,Unknown,Toronto ,11 - 20 years,11 - 20 years,Master's degree,Woman
25-34,Nonprofits,Office Administrator ,32520,200,USD,United States,Kentucky,Louisville ,8 - 10 years,8 - 10 years,Some college,Woman
25-34,Insurance,COO,100000,25000,USD,United States,New York,Garden city,11 - 20 years,8 - 10 years,Master's degree,Woman
25-34,"Accounting, Banking & Finance",Senior Auditor 2,78000,11700,USD,United States,Tennessee,Brentwood ,8 - 10 years,5-7 years,Master's degree,Woman
35-44,Computing or Tech,Digital Archivist,60700,0,USD,United States,New York,"Tarrytown, NY",11 - 20 years,5-7 years,Master's degree,Woman
25-34,Law,Associate attorney ,200000,15000,USD,United States,Texas,San Antonio ,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman
25-34,Retail,Inventory Manager,34320,0,USD,United States,Kansas,Manhattan,8 - 10 years,5-7 years,College degree,Woman
25-34,Social Work,Therapist ,50000,0,USD,United States ,Wisconsin,Appleton,5-7 years,5-7 years,Master's degree,Woman
18-24,"Accounting, Banking & Finance",Audit & accounts assistant ,22500,0,GBP,United Kingdom,Unknown,Winchester,2 - 4 years,2 - 4 years,Some college,Woman
45-54,Recruitment or HR,Recruitment consultant,18450,2000,GBP,United Kingdom,Unknown,Plymouth,21 - 30 years,2 - 4 years,College degree,Woman
25-34,"Accounting, Banking & Finance",Analyst,94000,6000,USD,United States,Pennsylvania,Pittsburgh ,8 - 10 years,8 - 10 years,Master's degree,Woman
35-44,Agriculture or Forestry,Packing Shed Support,35000,0,USD,United States,Wisconsin,Viroqua,11 - 20 years,2 - 4 years,College degree,Woman
45-54,Recruitment or HR,Hr Manager,115000,45000,USD,United States,Massachusetts,Hingham ,21 - 30 years,21 - 30 years,Some college,Woman
35-44,Computing or Tech,Program Manager,160000,52000,USD,United States,California,Santa Clara,11 - 20 years,8 - 10 years,Master's degree,Woman
35-44,Health care,Operations Managet,52000,5000,USD,United States,New York,Rochester,11 - 20 years,8 - 10 years,Some college,Woman
35-44,Business or Consulting,Director,104000,0,USD,United States,Michigan,Grand rapids,11 - 20 years,11 - 20 years,College degree,Woman
18-24,Engineering or Manufacturing,Custom Engineer (Mechanical),60000,3500,USD,United States,New York,Greene,2 - 4 years,2 - 4 years,College degree,Woman
25-34,Health care,Admissions Coordinator,36000,0,USD,United States,Idaho,Coeur d’Alene,5-7 years,2 - 4 years,Master's degree,Woman
25-34,Libraries,Circulation Supervisor,47984,0,USD,United States,Ohio,Columbus,8 - 10 years,8 - 10 years,College degree,Woman
35-44,"Accounting, Banking & Finance",Accounting Manager,110000,10000,USD,United states,Illinois,Chicago ,5-7 years,5-7 years,College degree,Woman
25-34,Nonprofits,Development Coordinator,37500,1500,USD,United States,Arizona,Tucson,5-7 years,5-7 years,College degree,Woman
25-34,"Accounting, Banking & Finance",Client Services Officer,55000,1000,AUD/NZD,United States,Unknown,Brisbane,11 - 20 years,5-7 years,Some college,Woman
25-34,Recruitment or HR,Hr systems assistant ,24000,0,GBP,Scotland,Unknown,Glasgow ,2 - 4 years,2 - 4 years,College degree,Woman
35-44,Energy,Pipeline Operations,113000,30000,USD,United States,Texas,Houston,11 - 20 years,11 - 20 years,College degree,Woman
18-24,Government and Public Administration,research analyst,76000,2000,USD,United States,California,san francisco,1 year or less,1 year or less,College degree,Woman
25-34,Computing or Tech,Project Manager,50000,8000,USD,United States,Texas,Frisco,8 - 10 years,1 year or less,College degree,Woman
25-34,Hospitality & Events,Bar Staff,18532,0,GBP,United Kingdom,Unknown,"Stone, Staffordshire",8 - 10 years,2 - 4 years,Some college,Woman
25-34,"Accounting, Banking & Finance",Accounting assistant ,59000,2000,CAD,Canada,Unknown,Slave lake ,5-7 years,2 - 4 years,Some college,Woman
25-34,Behavior analysis/mental health,Clinical Manager,90000,5000,USD,United States,Wisconsin,Milwaukee,5-7 years,5-7 years,Master's degree,Woman
25-34,Government and Public Administration,Family Support Services 2,29000,0,USD,United States,Kentucky,Frankfort ,21 - 30 years,2 - 4 years,College degree,Woman
25-34,Education (Primary/Secondary),Assistant leader of maths,440000,0,GBP,United Kingdom,Unknown,Leeds,8 - 10 years,8 - 10 years,Master's degree,Woman
25-34,"Accounting, Banking & Finance",Senior Department Manager,60000,1500,USD,United States,California,Los Angeles,5-7 years,5-7 years,College degree,Woman
35-44,Agriculture or Forestry,Director of Global Quality Assurance & Compliance,100000,10000,USD,United States,Connecticut,Stratford,11 - 20 years,11 - 20 years,Master's degree,Woman
35-44,Law,Development Manager,65000,5000,USD,United States,Washington,Seattle,21 - 30 years,5-7 years,High School,Man
25-34,Media & Digital,Digital Strategy Manager,65000,0,USD,United States ,Texas,Austin,2 - 4 years,2 - 4 years,College degree,Woman
25-34,"Accounting, Banking & Finance",Universal Banker,38000,0,USD,United States,Florida,Merritt Island,5-7 years,5-7 years,College degree,Woman
25-34,Computing or Tech,Software Engineer,130200,20000,USD,United States,Georgia,Atlanta,2 - 4 years,2 - 4 years,College degree,Man
25-34,Education (Higher Education),Professional Services Specialist IV,65000,0,USD,United States ,New Jersey,Galloway/Atlantic City ,8 - 10 years,8 - 10 years,Master's degree,Woman
55-64,"Accounting, Banking & Finance",Accounting Specialist,47125,1000,USD,United States,Florida,Maitland,5-7 years,5-7 years,Some college,Woman
35-44,"Accounting, Banking & Finance",Assistant Manager,80000,10000,CAD,Canada,Unknown,Vancouver,8 - 10 years,8 - 10 years,College degree,Woman
45-54,Property or Construction,Administrative Manager,41600,350,USD,United States,Florida,Tampa,11 - 20 years,5-7 years,College degree,Woman
45-54,Art & Design,Creative director,95000,0,USD,United States,Florida,West palm beach ,21 - 30 years,21 - 30 years,College degree,Woman
25-34,Architecture ,Architectural Designer ,56000,2000,USD,United States ,Nevada,Las Vegas ,2 - 4 years,2 - 4 years,College degree,Woman
35-44,Engineering or Manufacturing,Quality Manager ,140000,30000,USD,United States ,Michigan,Grand Rapids,21 - 30 years,21 - 30 years,College degree,Woman
25-34,"Marketing, Advertising & PR",Assistant Digital Marketing Manager,51000,0,CAD,Canada,Unknown,Toronto,2 - 4 years,2 - 4 years,College degree,Woman
25-34,Art & Design,Project Manager ,28000,150,USD,United States ,Texas,Houston ,8 - 10 years,8 - 10 years,High School,Other or prefer not to answer
55-64,Media & Digital,"Senior director, product development",155000,15000,USD,United States,Virginia,McLean,31 - 40 years,11 - 20 years,Master's degree,Man
35-44,"Marketing, Advertising & PR",Managing Director Integrated Marketing,230000,80000,USD,United States,Florida,Miami,21 - 30 years,21 - 30 years,Master's degree,Woman
35-44,Nonprofits,Executive director ,175000,4000,USD,United States,Illinois,Chicago,21 - 30 years,8 - 10 years,Master's degree,Woman
25-34,Social Work,Program Manager Child and Family ,64000,0,USD,United States,Oregon,portland ,11 - 20 years,8 - 10 years,Master's degree,Woman
35-44,"Accounting, Banking & Finance",Senior Manager,115000,5000,CAD,Canada,Unknown,Calgary,5-7 years,5-7 years,PhD,Woman
25-34,Social Work,Program Director,48000,500,USD,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman
25-34,Sales,Inside sales Rep,38000,0,USD,United states,Oregon,Salem,2 - 4 years,2 - 4 years,Some college,Woman
25-34,Art & Design,Lettering artist,30000,0,USD,United States,Iowa,Waterloo,5-7 years,5-7 years,College degree,Man
45-54,Social Work,Outreach worker,28000,0,CAD,Canada,Unknown,Winnipeg,8 - 10 years,8 - 10 years,Some college,Woman
35-44,Business or Consulting,Proposal Manager,125000,4000,USD,United States,Wisconsin,Madison,21 - 30 years,11 - 20 years,College degree,Woman
25-34,Health care,Pharmacist,90000,1000,CAD,Canada,Unknown,Toronto,11 - 20 years,11 - 20 years,College degree,Woman
35-44,Clinical research,Supervisor Clinical Research Support,69826,6000,USD,United States,Oregon,Portland,11 - 20 years,11 - 20 years,College degree,Woman
25-34,Computing or Tech,Head of Customer Success,73000,5000,USD,United States,Washington,Seattle,11 - 20 years,5-7 years,Master's degree,Woman
35-44,Government and Public Administration,Fisheries scientist,90000,2000,USD,United States ,Washington,Seattle,11 - 20 years,8 - 10 years,Master's degree,Woman
45-54,Social Work,Information and Assistance Specialist ,43680,0,USD,United States,Wisconsin,RACINE ,21 - 30 years,21 - 30 years,College degree,Woman
35-44,Government and Public Administration,Principal Policy Advisor ,127000,0,AUD/NZD,New Zealand ,Unknown,Wellington ,11 - 20 years,11 - 20 years,College degree,Woman
25-34,Engineering or Manufacturing,Technical Sales Engineer ,83000,2000,EUR,Germany,Unknown,Dachau,5-7 years,5-7 years,College degree,Man
35-44,"Accounting, Banking & Finance",Accounting Manager,60000,1000,USD,United States,Georgia,Savannah,11 - 20 years,8 - 10 years,Master's degree,Woman
35-44,Computing or Tech,Senior director data management ,165000,35000,USD,United states,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Man
18-24,Nonprofits,Library Assistant,33000,200,USD,United States,Kansas,Lawrence,8 - 10 years,5-7 years,College degree,Non-binary
35-44,"Accounting, Banking & Finance",Director,153000,25000,USD,United States,Florida,Tampa,11 - 20 years,11 - 20 years,College degree,Woman
25-34,Operations,Operations Manager,110000,10000,USD,United States,Oregon,Beaverton,11 - 20 years,2 - 4 years,College degree,Woman
25-34,Nonprofits,Aquatics Director ,47000,0,USD,United States,Virginia,Richmond ,8 - 10 years,8 - 10 years,Master's degree,Woman
25-34,Property or Construction,Buyer,58000,2000,USD,United states,Illinois,Moline,5-7 years,5-7 years,College degree,Woman
35-44,"Accounting, Banking & Finance",Tax Manager,125000,20000,USD,United States,Kansas,Overland Park,11 - 20 years,11 - 20 years,Master's degree,Woman
18-24,Government and Public Administration,Business Analyst ,35360,0,USD,United States,Texas,Houston,2 - 4 years,1 year or less,College degree,Woman
35-44,"Marketing, Advertising & PR",Vice President ,118500,0,USD,United States,District of Columbia,Washington ,11 - 20 years,11 - 20 years,College degree,Woman
25-34,Insurance,Account Manager,38000,1500,USD,United States,Michigan,Grand Rapids,2 - 4 years,2 - 4 years,Some college,Woman
25-34,Philanthropy ,Grants Manager,75000,0,USD,United States,California,Los Angeles,2 - 4 years,5-7 years,Master's degree,Woman
35-44,"Accounting, Banking & Finance",Senior Accounting Manager,127000,25000,USD,United States,Pennsylvania,Pittsburgh,21 - 30 years,21 - 30 years,College degree,Woman
35-44,Health care,Operations Manager,50000,3000,USD,United States,Texas,Abilene,5-7 years,2 - 4 years,College degree,Other or prefer not to answer
35-44,"Accounting, Banking & Finance",Sr Accountant,52000,0,USD,United States,Kansas,Ottawa,11 - 20 years,11 - 20 years,College degree,Woman
55-64,Educ tech,Facilities/ux recruiter,42000,500,USD,United States,Minnesota,Bloomington,31 - 40 years,2 - 4 years,Some college,Woman
35-44,Health care,Pharmacy Manager,139900,10000,USD,United States,Michigan,St Joseph,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Unknown
25-34,Media & Digital,Social Media Editor,73000,5000,USD,United States,New York,New York,2 - 4 years,2 - 4 years,College degree,Woman
35-44,Utilities & Telecommunications,Accounting Manager,101000,11000,USD,United States ,Illinois,Chicago ,11 - 20 years,11 - 20 years,Master's degree,Woman
25-34,Nonprofits,Executive Admin and Board Liaison,65000,0,USD,United States,Arizona,Scottsdale,8 - 10 years,8 - 10 years,College degree,Woman
35-44,Nonprofits,Operations coordinator ,40979,0,USD,United States,Pennsylvania,Philadelphia ,8 - 10 years,5-7 years,Master's degree,Woman
25-34,Sales,Head of Partnerships ,40000,95000,GBP,United Kingdom,Unknown,Manchester,11 - 20 years,8 - 10 years,College degree,Woman
25-34,Education (Higher Education),Research Analyst,72000,600,USD,United States ,Maryland,Baltimore,8 - 10 years,5-7 years,PhD,Woman
25-34,Retail,Trade Specialist,60000,2000,AUD/NZD,United States,Unknown,Canberra,8 - 10 years,2 - 4 years,High School,Woman
25-34,Law,Associate,220000,82000,USD,United States,New York,New York,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman
35-44,Education (Primary/Secondary),High school teacher,74000,0,USD,United States,Massachusetts,Chelmsford,11 - 20 years,11 - 20 years,Master's degree,Woman
35-44,Health care,RN,88400,12000,USD,United States,Florida,Gainesville,11 - 20 years,11 - 20 years,Master's degree,Woman
45-54,Hospitality & Events,F&B Director,120000,30000,USD,United States,Florida,Miami,11 - 20 years,11 - 20 years,Some college,Woman
55-64,Government and Public Administration,Program Manager,150000,0,USD,United States,District of Columbia,DC,31 - 40 years,31 - 40 years,College degree,Woman
25-34,Government and Public Administration,Epidemiologist,70000,0,USD,United States,Ohio,Columbus,8 - 10 years,5-7 years,Master's degree,Woman
35-44,Automotive,Purchasing Analyst,91000,8000,USD,United States,Michigan,Saline,11 - 20 years,5-7 years,College degree,Woman
35-44,Retail,Director regional sales,137000,20000,USD,United States ,Minnesota,Minneapolis ,21 - 30 years,11 - 20 years,Master's degree,Woman
35-44,Computing or Tech,Content Strategist,97000,70000,USD,United States ,Washington,Seattle ,11 - 20 years,11 - 20 years,College degree,Woman
25-34,Education (Higher Education),Administrative Officer,23647,0,GBP,United Kingdom,Unknown,"St Andrews, Scotland ",8 - 10 years,5-7 years,PhD,Woman
35-44,Education (Primary/Secondary),Teacher,65000,1500,USD,United States,Kentucky,Fort Campbell,11 - 20 years,11 - 20 years,Master's degree,Woman
25-34,Health care,Doctor,33345,10000,GBP,United Kingdom,Unknown,Southampton,2 - 4 years,2 - 4 years,Unknown,Woman
35-44,Health care,Nurse Practitioner ,97000,0,USD,United States,Missouri,Wentzville,11 - 20 years,2 - 4 years,Master's degree,Woman
25-34,Pharmaceuticals,Senior Quality Assurance Representative ,84000,8400,USD,United States,Indiana,Indianapolis ,11 - 20 years,5-7 years,College degree,Woman
45-54,Business or Consulting,Senior Consultant ,105000,0,USD,United States,Washington,Chehalis ,11 - 20 years,5-7 years,College degree,Woman
45-54,"Accounting, Banking & Finance",VP Brand,144000,20000,USD,United States,Arizona,Phoenix,21 - 30 years,21 - 30 years,College degree,Woman
25-34,Social Work,Therapist,35000,0,USD,United States,"Delaware, Pennsylvania","Wilmington, DE and Philadelphia, PA",5-7 years,2 - 4 years,Master's degree,Non-binary
35-44,Health care,Speech-language pathologist,72000,0,USD,United States ,Wisconsin,Madison,11 - 20 years,5-7 years,Master's degree,Woman
25-34,Law,Litigation Attorney,68000,2000,USD,United States,Massachusetts,Springfield,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman
25-34,Transport or Logistics,Senior Logistics Analyst,90000,0,USD,United States,Virginia,Quantico ,8 - 10 years,8 - 10 years,Master's degree,Woman
35-44,Computing or Tech,"Supervisor, Application Support",108000,0,CAD,Canada,Unknown,Winnipeg,21 - 30 years,21 - 30 years,College degree,Woman
45-54,Retail,Compensation and Benefits Manager ,105000,0,USD,United States,Michigan,Detroit ,21 - 30 years,11 - 20 years,College degree,Woman
18-24,Engineering or Manufacturing,Engineering Consultant,72340,7234,USD,United States,North Carolina,Raleigh,1 year or less,1 year or less,College degree,Man
45-54,Education (Primary/Secondary),Controller ,150000,0,USD,United States,New York,Brooklyn,21 - 30 years,8 - 10 years,Master's degree,Man
35-44,Property or Construction,Controller,133900,0,USD,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman
18-24,Health care,Associate Consultant ,65000,1500,USD,United States,District of Columbia,"Washington, DC",2 - 4 years,1 year or less,College degree,Woman
